"COUNTRY","year_offsetted","diff_yoy","diff_yoy_lwr","diff_yoy_upr","diff_yoy_str","diff_yoy_lwr_str","diff_yoy_upr_str"
"Australia",2009,-0.0432673337109253,-0.257271749167322,0.196772438723046,"-4.3%","-25.7%","19.7%"
"China",2009,-0.365823036757046,-0.428558879972875,-0.300982800023877,"-36.6%","-42.9%","-30.1%"
"Europe",2009,-0.109560275758154,-0.261393109976831,0.0549772347486923,"-11%","-26.1%","5.5%"
"India",2009,0.18343502164808,0.0343780124036848,0.343877296154486,"18.3%","3.4%","34.4%"
"Mexico",2009,-0.00735357744415355,-0.197536139389981,0.202535655605499,"-0.7%","-19.8%","20.3%"
"Russia",2009,-0.0296394004138841,-0.231904096136451,0.195739901831256,"-3%","-23.2%","19.6%"
"Saudi Arabia",2009,0.184798362049267,-0.0848777925230914,0.496396307612126,"18.5%","-8.5%","49.6%"
"South Africa",2009,-0.144309098849545,-0.327486680584522,0.0593619247506312,"-14.4%","-32.7%","5.9%"
"Australia",2010,0.00158467208727275,-0.237051846494062,0.270584060746306,"0.2%","-23.7%","27.1%"
"China",2010,0.124755536063309,-0.000453604717073675,0.257865097237485,"12.5%","0%","25.8%"
"Europe",2010,-0.140473073351484,-0.313356468037982,0.0478732984262755,"-14%","-31.3%","4.8%"
"India",2010,-0.0649302426702262,-0.180008138358968,0.0574510402727384,"-6.5%","-18%","5.7%"
"Mexico",2010,-0.175946051402262,-0.350453301035057,0.0163721529344607,"-17.6%","-35%","1.6%"
"Russia",2010,-0.0140380902577445,-0.232906204326057,0.230230325021483,"-1.4%","-23.3%","23%"
"Saudi Arabia",2010,-0.0532397410127514,-0.257933009913236,0.175795389743283,"-5.3%","-25.8%","17.6%"
"South Africa",2010,-0.0207543953686046,-0.24190143270434,0.228094056604703,"-2.1%","-24.2%","22.8%"
"Australia",2011,0.0169606303502974,-0.234335920479608,0.304215042767741,"1.7%","-23.4%","30.4%"
"China",2011,0.0246019532160013,-0.0866336438024832,0.142422680037816,"2.5%","-8.7%","14.2%"
"Europe",2011,0.0523828021611754,-0.17076345681608,0.304222247564599,"5.2%","-17.1%","30.4%"
"India",2011,0.0701457211729861,-0.0638292039182737,0.213373888259165,"7%","-6.4%","21.3%"
"Mexico",2011,0.0651208649253565,-0.164853871884989,0.326103458950356,"6.5%","-16.5%","32.6%"
"Russia",2011,-0.0337623196067174,-0.254813896625285,0.216901034894821,"-3.4%","-25.5%","21.7%"
"Saudi Arabia",2011,0.083149667600726,-0.169688935962366,0.366177808536239,"8.3%","-17%","36.6%"
"South Africa",2011,0.0157628464319275,-0.207559201821925,0.270091027082681,"1.6%","-20.8%","27%"
"Australia",2012,-0.117194603274473,-0.341852152497061,0.139410279235944,"-11.7%","-34.2%","13.9%"
"China",2012,-0.00907975563218233,-0.117038053693181,0.10514223673068,"-0.9%","-11.7%","10.5%"
"Europe",2012,-0.0932494277584376,-0.286211927356937,0.122038879806297,"-9.3%","-28.6%","12.2%"
"India",2012,-0.0467796962981151,-0.163288734812767,0.0778007110520658,"-4.7%","-16.3%","7.8%"
"Mexico",2012,-0.0358764865853428,-0.262073681465445,0.214389220661181,"-3.6%","-26.2%","21.4%"
"Russia",2012,0.0448083532528292,-0.19255540214887,0.313642419373183,"4.5%","-19.3%","31.4%"
"Saudi Arabia",2012,-0.18166284791302,-0.38237615320929,0.0474959255083001,"-18.2%","-38.2%","4.7%"
"South Africa",2012,0.0130796057401341,-0.203219232654245,0.255451486061895,"1.3%","-20.3%","25.5%"
"Australia",2013,0.13829492076898,-0.138075388633755,0.459889443084467,"13.8%","-13.8%","46%"
"China",2013,-0.241624466497627,-0.335521083814079,-0.142795218439446,"-24.2%","-33.6%","-14.3%"
"Europe",2013,-0.107879122830553,-0.315238296988164,0.123694263504818,"-10.8%","-31.5%","12.4%"
"India",2013,0.0827308754278073,-0.0426095658476243,0.216565417073856,"8.3%","-4.3%","21.7%"
"Mexico",2013,0.134057100315168,-0.127358912308061,0.438241926858307,"13.4%","-12.7%","43.8%"
"Russia",2013,-0.00695011527222766,-0.232416076430493,0.2480401564916,"-0.7%","-23.2%","24.8%"
"Saudi Arabia",2013,0.0010016911777011,-0.249531094402634,0.287209754034723,"0.1%","-25%","28.7%"
"South Africa",2013,-0.0247290675825531,-0.232599561851485,0.209047967535335,"-2.5%","-23.3%","20.9%"
"Australia",2014,-0.114507956239546,-0.327446430544578,0.125278514548903,"-11.5%","-32.7%","12.5%"
"China",2014,-0.11337899907652,-0.239263153456786,0.0213700194773914,"-11.3%","-23.9%","2.1%"
"Europe",2014,-0.0631918024301735,-0.303342678674356,0.209585868809688,"-6.3%","-30.3%","21%"
"India",2014,0.045091484838474,-0.0703310582248001,0.167582281690855,"4.5%","-7%","16.8%"
"Mexico",2014,-0.16986819212006,-0.358276240753553,0.0395740092429804,"-17%","-35.8%","4%"
"Russia",2014,-0.00915626745267117,-0.237422559464356,0.248809491842848,"-0.9%","-23.7%","24.9%"
"Saudi Arabia",2014,0.0467148133268995,-0.209623440388885,0.342573497881459,"4.7%","-21%","34.3%"
"South Africa",2014,-0.0803697359153569,-0.283943524506904,0.146852912138763,"-8%","-28.4%","14.7%"
"Australia",2015,0.0717540681289242,-0.187254832056494,0.369931753983328,"7.2%","-18.7%","37%"
"China",2015,-0.321278139675579,-0.445408429169221,-0.188958026464029,"-32.1%","-44.5%","-18.9%"
"Europe",2015,-0.0148928318552345,-0.27708276726183,0.288559378850191,"-1.5%","-27.7%","28.9%"
"India",2015,0.0324464236207282,-0.081734002371824,0.153290667088398,"3.2%","-8.2%","15.3%"
"Mexico",2015,0.0481312740996274,-0.200698630780393,0.332048426570294,"4.8%","-20.1%","33.2%"
"Russia",2015,-0.011066588398807,-0.245344788406139,0.254348689931851,"-1.1%","-24.5%","25.4%"
"Saudi Arabia",2015,0.0584535448756824,-0.185362242627375,0.337255109845521,"5.8%","-18.5%","33.7%"
"South Africa",2015,0.176262862205105,-0.0922157688841276,0.480474558124675,"17.6%","-9.2%","48%"
"Australia",2016,-0.197943608696508,-0.418762296708538,0.0487283767804079,"-19.8%","-41.9%","4.9%"
"China",2016,-0.215105197935082,-0.405087720998261,-0.00583439193964908,"-21.5%","-40.5%","-0.6%"
"Europe",2016,-0.1912811080897,-0.440090087039445,0.0916555523447846,"-19.1%","-44%","9.2%"
"India",2016,0.201064595136866,0.0760898969649173,0.334165992442527,"20.1%","7.6%","33.4%"
"Mexico",2016,0.260340012730738,-0.00739494911214411,0.568876903052941,"26%","-0.7%","56.9%"
"Russia",2016,0.00922673718682221,-0.221013146567846,0.273473766737837,"0.9%","-22.1%","27.3%"
"Saudi Arabia",2016,0.335850103990387,0.063296446723629,0.647138965685335,"33.6%","6.3%","64.7%"
"South Africa",2016,-0.142933667697833,-0.338450503685019,0.07835148886812,"-14.3%","-33.8%","7.8%"
"Australia",2017,0.0658842373233999,-0.244579468486892,0.435382681997832,"6.6%","-24.5%","43.5%"
"China",2017,-0.337974897401616,-0.565581140567842,-0.0825765634632213,"-33.8%","-56.6%","-8.3%"
"Europe",2017,0.126752529371709,-0.223311921709845,0.555132921717866,"12.7%","-22.3%","55.5%"
"India",2017,-0.0375605102889078,-0.132127847803532,0.0618200578629549,"-3.8%","-13.2%","6.2%"
