"COUNTRY","SOURCETY","year_offsetted","diff_yoy","diff_yoy_lwr","diff_yoy_upr","diff_yoy_str","diff_yoy_lwr_str","diff_yoy_upr_str"
"Albania","Oil & Gas",2009,-0.306814655349543,-1,Inf,"-30.7%","-100%","Inf%"
"Armenia","Smelter",2009,0.0174818148156457,-1,Inf,"1.7%","-100%","Inf%"
"Aruba","Oil & Gas",2009,0.0241630139977123,-0.988892199414546,2.46460643855108,"2.4%","-98.9%","246.5%"
"Australia","Coal",2009,-0.0675146606959689,-0.363013528827698,0.280258697381283,"-6.8%","-36.3%","28%"
"Australia","Smelter",2009,-0.0110129488129878,-0.300683156765277,0.328634327996711,"-1.1%","-30.1%","32.9%"
"Bangladesh","Coal",2009,0.0554338910220855,-1,Inf,"5.5%","-100%","Inf%"
"Belarus","Oil & Gas",2009,-0.0137594631655342,-1,Inf,"-1.4%","-100%","Inf%"
"Bosnia and Herzegovina","Coal",2009,0.647659710503256,-0.311959953700855,2.27580645726841,"64.8%","-31.2%","227.6%"
"Botswana","Coal",2009,-0.271075301653851,-0.754980239260837,0.366129044900094,"-27.1%","-75.5%","36.6%"
"Botswana","Smelter",2009,-0.282163524720964,-0.658525812450283,0.177223338738107,"-28.2%","-65.9%","17.7%"
"Brazil","Oil & Gas",2009,-0.870218135060481,-1,-0.232983317638563,"-87%","-100%","-23.3%"
"Brazil","Smelter",2009,0.00653095551443061,-0.676451543494482,1.02566694332096,"0.7%","-67.6%","102.6%"
"Bulgaria","Coal",2009,-0.147728982819494,-0.460887142878076,0.23646749907883,"-14.8%","-46.1%","23.6%"
"Canada","Coal",2009,-0.22148605806149,-0.893465885602634,0.883466034566235,"-22.1%","-89.3%","88.3%"
"Canada","Oil & Gas",2009,-0.165254352390797,-1,1.94821023202352,"-16.5%","-100%","194.8%"
"Canada","Smelter",2009,-0.0786994142942711,-0.646507040194943,0.754800507628824,"-7.9%","-64.7%","75.5%"
"Chile","Smelter",2009,0.114213405699975,-0.698633325315975,1.52793959930101,"11.4%","-69.9%","152.8%"
"China","Coal",2009,-0.372655943529825,-0.437109974429076,-0.305996289197979,"-37.3%","-43.7%","-30.6%"
"China","Oil & Gas",2009,-0.598510256557257,-0.994225626675511,-0.108096847476534,"-59.9%","-99.4%","-10.8%"
"China","Smelter",2009,-0.107408690579712,-0.421653945495695,0.2745882307137,"-10.7%","-42.2%","27.5%"
"Colombia","Oil & Gas",2009,-0.248128645589042,-0.979604551496883,1.14431901624454,"-24.8%","-98%","114.4%"
"Croatia","Coal",2009,-0.171221057702911,-1,1.4937304328896,"-17.1%","-100%","149.4%"
"Cuba","Oil & Gas",2009,-0.0693244095296481,-0.39896012140978,0.33007246305865,"-6.9%","-39.9%","33%"
"Cuba","Smelter",2009,0.0203549796909366,-0.371384771524512,0.514013080191025,"2%","-37.1%","51.4%"
"Curacao","Oil & Gas",2009,0.290239272743716,-0.693349885571555,2.18310200371092,"29%","-69.3%","218.3%"
"Cyprus","Oil & Gas",2009,-0.25784266619407,-1,Inf,"-25.8%","-100%","Inf%"
"Czech Republic","Coal",2009,0.883172725135919,-1,Inf,"88.3%","-100%","Inf%"
"Egypt","Oil & Gas",2009,0.375064217396688,-0.48543614510162,1.85707980974412,"37.5%","-48.5%","185.7%"
"Estonia","Oil & Gas",2009,0.530832962726714,-1,Inf,"53.1%","-100%","Inf%"
"France","Coal",2009,-0.00448195812792895,-0.993538915497183,2.58752135248955,"-0.4%","-99.4%","258.8%"
"France","Oil & Gas",2009,0.307283418292206,-1,Inf,"30.7%","-100%","Inf%"
"Georgia","Smelter",2009,0.565920961959506,-1,Inf,"56.6%","-100%","Inf%"
"Germany","Coal",2009,0.182361691582732,-0.884793487004348,2.44079935315933,"18.2%","-88.5%","244.1%"
"Greece","Coal",2009,-0.0438685554845846,-0.339696234717715,0.298630051086643,"-4.4%","-34%","29.9%"
"Greece","Oil & Gas",2009,-0.0548437736311254,-1,Inf,"-5.5%","-100%","Inf%"
"Guatemala","Oil & Gas",2009,-0.0115092001320787,-1,2.69994759257953,"-1.2%","-100%","270%"
