"COUNTRY","year_offsetted","diff_yoy","diff_yoy_lwr","diff_yoy_upr","diff_yoy_str","diff_yoy_lwr_str","diff_yoy_upr_str"
"Australia",2009,-0.0432673337109253,-0.17846934431601,0.101694914682881,"-4.3%","-17.8%","10.2%"
"China",2009,-0.365823036757046,-0.40222295433783,-0.328571898735503,"-36.6%","-40.2%","-32.9%"
"Europe",2009,-0.109560275758154,-0.200236899527751,-0.0144967292523487,"-11%","-20%","-1.4%"
"India",2009,0.18343502164808,0.0941457055471326,0.276241984647408,"18.3%","9.4%","27.6%"
"Mexico",2009,-0.00735357744415355,-0.126149498445275,0.118361683550371,"-0.7%","-12.6%","11.8%"
"Russia",2009,-0.0296394004138841,-0.160475519854421,0.110343762173952,"-3%","-16%","11%"
"Saudi Arabia",2009,0.184798362049267,0.0238135618683111,0.359512119678907,"18.5%","2.4%","36%"
"South Africa",2009,-0.144309098849545,-0.2685297321522,-0.0100599307615102,"-14.4%","-26.9%","-1%"
"Australia",2010,0.00158467208727275,-0.159416450871972,0.174292382662736,"0.2%","-15.9%","17.4%"
"China",2010,0.124755536063309,0.050143001016852,0.201729830292968,"12.5%","5%","20.2%"
"Europe",2010,-0.140473073351484,-0.249744083672006,-0.0258904660704231,"-14%","-25%","-2.6%"
"India",2010,-0.0649302426702262,-0.136892656607875,0.00990066322727801,"-6.5%","-13.7%","1%"
"Mexico",2010,-0.175946051402262,-0.282651533074119,-0.0622207018536433,"-17.6%","-28.3%","-6.2%"
"Russia",2010,-0.0140380902577445,-0.163908472469649,0.146138069168747,"-1.4%","-16.4%","14.6%"
"Saudi Arabia",2010,-0.0532397410127514,-0.174496256503437,0.076407633746721,"-5.3%","-17.4%","7.6%"
"South Africa",2010,-0.0207543953686046,-0.167065321912293,0.136868284777655,"-2.1%","-16.7%","13.7%"
"Australia",2011,0.0169606303502974,-0.162363891759335,0.21326617451632,"1.7%","-16.2%","21.3%"
"China",2011,0.0246019532160013,-0.0468771047451597,0.098678181948014,"2.5%","-4.7%","9.9%"
"Europe",2011,0.0523828021611754,-0.0937526011083402,0.210268411527741,"5.2%","-9.4%","21%"
"India",2011,0.0701457211729861,-0.0164224986736902,0.160159431369558,"7%","-1.6%","16%"
"Mexico",2011,0.0651208649253565,-0.0699882895775463,0.210609265791127,"6.5%","-7%","21.1%"
"Russia",2011,-0.0337623196067174,-0.186785309149258,0.133585789480907,"-3.4%","-18.7%","13.4%"
"Saudi Arabia",2011,0.083149667600726,-0.0898128888861326,0.265919100789901,"8.3%","-9%","26.6%"
"South Africa",2011,0.0157628464319275,-0.126593223823552,0.171363248302808,"1.6%","-12.7%","17.1%"
"Australia",2012,-0.117194603274473,-0.271962302004953,0.0535740955396089,"-11.7%","-27.2%","5.4%"
"China",2012,-0.00907975563218233,-0.0794772388397588,0.063907600720235,"-0.9%","-7.9%","6.4%"
"Europe",2012,-0.0932494277584376,-0.214324866835269,0.0369946583243121,"-9.3%","-21.4%","3.7%"
"India",2012,-0.0467796962981151,-0.120284833402244,0.0302788332677342,"-4.7%","-12%","3%"
